Title,Score,Episodes,Genres,Status
PSYCHO-PASS,81.0,22.0,"Action, Psychological, Sci-Fi, Thriller",FINISHED
Major S6,81.0,25.0,"Comedy, Drama, Sports",FINISHED
Katanagatari,81.0,12.0,"Action, Adventure, Romance",FINISHED
RAINBOW: Nisha Rokubou no Shichinin,81.0,26.0,"Drama, Psychological, Thriller",FINISHED
Kara no Kyoukai: Satsujin Kousatsu (Kou),81.0,1.0,"Action, Mystery, Romance, Supernatural, Thriller",FINISHED
Mononoke,81.0,12.0,"Fantasy, Horror, Mystery, Psychological, Supernatural",FINISHED
NARUTO: Shippuuden,81.0,500.0,"Action, Adventure, Comedy, Drama, Fantasy, Supernatural",FINISHED
NHK ni Youkoso!,81.0,24.0,"Comedy, Drama, Psychological, Romance, Slice of Life",FINISHED
Dr. STONE,81.0,24.0,"Action, Adventure, Comedy, Sci-Fi",FINISHED
Yuru Camp△,81.0,12.0,"Comedy, Slice of Life",FINISHED
Kiseijuu: Sei no Kakuritsu,81.0,24.0,"Action, Drama, Horror, Psychological, Sci-Fi",FINISHED
Mahou Shoujo Madoka☆Magica: Eien no Monogatari,81.0,1.0,"Action, Drama, Fantasy, Mahou Shoujo, Psychological, Thriller",FINISHED
Kidou Senshi Gundam: THE ORIGIN,81.0,6.0,"Action, Mecha, Sci-Fi",FINISHED
Bakuman. 2,81.0,25.0,"Comedy, Drama, Romance, Slice of Life",FINISHED
Cross Game,81.0,50.0,"Comedy, Drama, Romance, Sports",FINISHED
Baccano!,81.0,13.0,"Action, Mystery, Supernatural",FINISHED
Sennen Joyuu,81.0,1.0,"Drama, Fantasy, Romance",FINISHED
Kino no Tabi: the Beautiful World,81.0,13.0,"Adventure, Drama, Fantasy, Psychological, Slice of Life",FINISHED
Versailles no Bara,81.0,40.0,"Adventure, Drama, Romance",FINISHED
HUNTER×HUNTER OVA,81.0,8.0,"Action, Adventure, Fantasy",FINISHED
Benghuai: Xingqiong Tiedao - Donghua Duanpian Yong Jie Lun Wu,81.0,1.0,"Fantasy, Mystery, Sci-Fi",FINISHED
Make Heroine ga Oosugiru!,81.0,12.0,"Comedy, Romance",FINISHED
SPY×FAMILY CODE: White,81.0,1.0,"Action, Adventure, Comedy, Slice of Life, Supernatural",FINISHED
Kimetsu no Yaiba: Katanakaji no Sato-hen,81.0,11.0,"Action, Adventure, Drama, Fantasy, Supernatural",FINISHED
Yojouhan Time Machine Blues,81.0,6.0,"Comedy, Mystery, Psychological, Romance, Sci-Fi",FINISHED
Wu Liuqi: Zui Qiang Faxingshi,81.0,10.0,"Action, Comedy, Drama, Mystery, Supernatural",FINISHED
Saiki Kusuo no Ψ-nan: Kanketsu-hen,81.0,1.0,"Comedy, Slice of Life, Supernatural",FINISHED
Natsume Yuujinchou Roku Specials,81.0,2.0,"Drama, Fantasy, Slice of Life, Supernatural",FINISHED
Space☆Dandy 2,81.0,13.0,"Comedy, Sci-Fi",FINISHED
Hidamari Sketch: Sae Hiro Sotsugyou-hen,81.0,2.0,"Comedy, Slice of Life",FINISHED
Ookami to Koushinryou II,81.0,12.0,"Adventure, Fantasy, Romance",FINISHED
Tokyo Godfathers,81.0,1.0,"Adventure, Comedy, Drama",FINISHED
Wu Liuqi: Anying Suming,81.0,10.0,"Action, Comedy, Drama, Mystery, Supernatural",FINISHED
Fate/strange Fake: Whispers of Dawn,81.0,1.0,"Action, Adventure, Fantasy, Mystery, Supernatural",FINISHED
Boku no Kokoro no Yabai Yatsu,81.0,12.0,"Comedy, Romance, Slice of Life",FINISHED
Skip to Loafer,81.0,12.0,"Comedy, Romance, Slice of Life",FINISHED
Dr. STONE: NEW WORLD,81.0,11.0,"Action, Adventure, Comedy, Sci-Fi",FINISHED
Fumetsu no Anata e,81.0,20.0,"Adventure, Drama, Fantasy, Psychological, Supernatural",FINISHED
Bungou Stray Dogs 3rd Season,81.0,12.0,"Action, Comedy, Mystery, Supernatural",FINISHED
Non Non Biyori: Vacation,81.0,1.0,"Comedy, Slice of Life",FINISHED
Fate/Zero,81.0,13.0,"Action, Drama, Fantasy, Supernatural",FINISHED
ARIA The NATURAL,81.0,26.0,"Fantasy, Sci-Fi, Slice of Life",FINISHED
Shangri-La Frontier 2nd Season,81.0,25.0,"Action, Adventure, Comedy, Fantasy, Sci-Fi",RELEASING
IDOLiSH7: Third BEAT!,81.0,13.0,"Drama, Music",FINISHED
Horimiya,81.0,13.0,"Comedy, Romance, Slice of Life",FINISHED
Wu Shan Wu Xing: Xi Chuan Huan Zi Lin,81.0,4.0,"Action, Drama, Fantasy",FINISHED
Tenki no Ko,81.0,1.0,"Drama, Romance, Slice of Life, Supernatural",FINISHED
Shoujo Shuumatsu Ryokou,81.0,12.0,"Adventure, Sci-Fi, Slice of Life",FINISHED
Girls und Panzer Movie,81.0,1.0,"Action, Sports",FINISHED
Majo no Takkyuubin,81.0,1.0,"Adventure, Drama, Fantasy, Slice of Life",FINISHED
Tot Musica,81.0,1.0,"Drama, Psychological",FINISHED
GRIDMAN UNIVERSE,81.0,1.0,"Action, Mecha, Romance, Sci-Fi",FINISHED
Vanitas no Carte Part 2,81.0,12.0,"Action, Drama, Fantasy, Mystery, Supernatural",FINISHED
Dr. STONE: STONE WARS,81.0,11.0,"Action, Adventure, Comedy, Sci-Fi",FINISHED
Toaru Kagaku no Railgun T,81.0,25.0,"Action, Sci-Fi",FINISHED
Golden Kamuy 2nd Season,81.0,12.0,"Action, Adventure, Comedy",FINISHED
Eiga Daisuki Pompo-san,81.0,1.0,"Comedy, Drama",FINISHED
Kamisama Hajimemashita◎,81.0,12.0,"Comedy, Fantasy, Romance, Supernatural",FINISHED
Kuroko no Basket 3rd SEASON,81.0,25.0,"Comedy, Sports",FINISHED
Gin no Saji 2,81.0,11.0,"Comedy, Drama, Slice of Life",FINISHED
Kaze no Tani no Nausicaä,81.0,1.0,"Action, Adventure, Drama, Fantasy, Sci-Fi",FINISHED
Kimetsu no Yaiba: Hashira Geiko-hen,81.0,8.0,"Action, Adventure, Drama, Fantasy, Supernatural",FINISHED
Dr. STONE: Ryuusui,81.0,1.0,"Action, Adventure, Comedy, Sci-Fi",FINISHED
Aoashi,81.0,24.0,Sports,FINISHED
MILGRAM,81.0,11.0,"Mystery, Psychological",FINISHED
Modao Zushi Q,81.0,30.0,"Comedy, Fantasy, Supernatural",FINISHED
Tamayura: Sotsugyou Shashin Part 4 - Ashita,81.0,1.0,"Comedy, Slice of Life",FINISHED
Boku dake ga Inai Machi,81.0,12.0,"Drama, Mystery, Psychological, Supernatural, Thriller",FINISHED
Doukyuusei,81.0,1.0,"Drama, Music, Romance, Slice of Life",FINISHED
Usagi Drop,81.0,11.0,Slice of Life,FINISHED
Evangelion Shin Movie: Ha,81.0,1.0,"Action, Drama, Mecha, Psychological, Sci-Fi",FINISHED
Princess Tutu,81.0,38.0,"Drama, Fantasy, Mahou Shoujo, Mystery, Psychological, Romance",FINISHED
Mimi wo Sumaseba,81.0,1.0,"Adventure, Drama, Romance, Slice of Life",FINISHED
Hajime no Ippo: Mashiba vs Kimura - Shikei Shikkou,81.0,1.0,"Comedy, Sports",FINISHED
Boku no Hero Academia 7,81.0,21.0,"Action, Adventure",FINISHED
Lycoris Recoil,81.0,13.0,"Action, Slice of Life",FINISHED
Blue Lock,81.0,24.0,"Action, Drama, Sports",FINISHED
Yoru ni Kakeru,81.0,1.0,Romance,FINISHED
IDOLiSH7: Second BEAT!,81.0,15.0,"Comedy, Drama, Music, Psychological",FINISHED
Re:Zero kara Hajimeru Isekai Seikatsu,81.0,25.0,"Action, Adventure, Drama, Fantasy, Psychological, Romance, Thriller",FINISHED
Non Non Biyori: Repeat,81.0,12.0,Slice of Life,FINISHED
Natsume Yuujinchou: Itsuka Yuki no Hi ni,81.0,1.0,"Drama, Fantasy, Slice of Life, Supernatural",FINISHED
Initial D Final Stage,81.0,4.0,"Action, Sports",FINISHED
Kaguya-hime no Monogatari,81.0,1.0,"Drama, Fantasy, Romance",FINISHED
Ashita no Joe,81.0,79.0,"Action, Drama, Slice of Life, Sports",FINISHED
Kidou Keisatsu Patlabor 2: the Movie,81.0,1.0,"Drama, Mecha, Mystery, Sci-Fi",FINISHED
Tsurune: Tsunagari no Issha,81.0,13.0,"Drama, Slice of Life, Sports",FINISHED
Given: Uragawa no Sonzai,81.0,1.0,"Drama, Music, Romance, Slice of Life",FINISHED
Sasaki to Miyano,81.0,12.0,"Comedy, Romance, Slice of Life",FINISHED
Girls und Panzer: Saishuushou 3,81.0,1.0,"Action, Sports",FINISHED
NOMAD: Megalo Box 2,81.0,13.0,"Action, Drama, Sci-Fi, Sports",FINISHED
Dororo,81.0,24.0,"Action, Adventure, Drama, Supernatural",FINISHED
Yoru wa Mijikashi Arukeyo Otome,81.0,1.0,"Comedy, Romance",FINISHED
Kono Subarashii Sekai ni Shukufuku wo! 2,81.0,10.0,"Adventure, Comedy, Ecchi, Fantasy",FINISHED
Bungou Stray Dogs 2nd Season,81.0,12.0,"Action, Comedy, Mystery, Supernatural",FINISHED
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,81.0,1.0,"Drama, Psychological, Sci-Fi, Thriller",FINISHED
Yahari Ore no Seishun Love Come wa Machigatteiru. Zoku,81.0,13.0,"Comedy, Drama, Romance, Slice of Life",FINISHED
Kono Sekai no Katasumi ni,81.0,1.0,"Drama, Slice of Life",FINISHED
REDLINE,81.0,1.0,"Action, Romance, Sci-Fi, Sports",FINISHED
HELLSING OVA,81.0,10.0,"Action, Horror, Supernatural",FINISHED
Dr. STONE: SCIENCE FUTURE,81.0,12.0,"Action, Adventure, Comedy, Sci-Fi",RELEASING
Ao no Hako,81.0,25.0,"Romance, Slice of Life, Sports",RELEASING
SPY×FAMILY Season 2,81.0,12.0,"Action, Comedy, Slice of Life, Supernatural",FINISHED
Mononoke: Karakasa,81.0,1.0,"Fantasy, Horror, Mystery, Psychological, Supernatural",FINISHED
Golden Kamuy 4th Season,81.0,13.0,"Action, Adventure, Comedy",FINISHED
Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,81.0,6.0,"Comedy, Slice of Life, Supernatural",FINISHED
Made in Abyss: Tabidachi no Yoake,81.0,1.0,"Adventure, Drama, Fantasy, Horror, Mystery, Sci-Fi",FINISHED
Youjo Senki Movie,81.0,1.0,"Action, Fantasy",FINISHED
"Meitantei Conan Episode ""ONE"" Chiisakunatta Meitantei",81.0,1.0,"Adventure, Comedy, Mystery",FINISHED
Magi: The kingdom of magic,81.0,25.0,"Action, Adventure, Fantasy",FINISHED
One Outs,81.0,25.0,"Psychological, Sports",FINISHED
Precure All Stars F,80.0,1.0,"Action, Adventure, Fantasy, Mahou Shoujo, Mystery, Supernatural",FINISHED
Dou Po Cangqiong: Nian Fan,80.0,52.0,"Action, Adventure, Fantasy",FINISHED
Luo Xiaohei Zhan Ji (Movie),80.0,1.0,"Action, Adventure, Fantasy",FINISHED
Uchuu Senkan Yamato 2199,80.0,26.0,"Action, Drama, Sci-Fi",FINISHED
Major: World Series,80.0,2.0,"Comedy, Drama, Sports",FINISHED
Chihayafuru,80.0,25.0,"Drama, Romance, Slice of Life, Sports",FINISHED
Ginga Eiyuu Densetsu: Die Neue These - Sakubou,80.0,12.0,"Action, Drama, Sci-Fi",FINISHED
Non Non Biyori: Nonstop - Bukatsu wo Ganbatta,80.0,1.0,"Comedy, Slice of Life",FINISHED
Sono Bisque Doll wa Koi wo Suru,80.0,12.0,"Comedy, Ecchi, Romance, Slice of Life",FINISHED
JoJo no Kimyou na Bouken: Stone Ocean,80.0,12.0,"Action, Adventure, Drama, Supernatural",FINISHED
Dragon Ball Super: Broly,80.0,1.0,"Action, Adventure, Fantasy, Sci-Fi",FINISHED
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,80.0,13.0,"Comedy, Drama, Mystery, Psychological, Romance, Supernatural",FINISHED
Natsume Yuujinchou Go Specials,80.0,2.0,"Drama, Fantasy, Slice of Life, Supernatural",FINISHED
Kuroshitsuji: Book of the Atlantic,80.0,1.0,"Action, Comedy, Fantasy, Mystery, Supernatural",FINISHED
Sakamichi no Apollon,80.0,12.0,"Drama, Music, Romance, Slice of Life",FINISHED
Initial D SECOND STAGE,80.0,13.0,"Action, Drama, Sports",FINISHED
Scott Pilgrim Takes Off,80.0,8.0,"Action, Comedy, Drama, Mystery, Romance, Supernatural",FINISHED
Shangri-La Frontier,80.0,25.0,"Action, Adventure, Comedy, Fantasy, Sci-Fi",FINISHED
Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,80.0,12.0,"Action, Drama, Fantasy, Sci-Fi",FINISHED
Yuukoku no Moriarty,80.0,11.0,"Drama, Mystery, Psychological",FINISHED
ONE PIECE STAMPEDE,80.0,1.0,"Action, Adventure, Comedy, Drama, Fantasy",FINISHED
Haikyuu!!: Concept no Tatakai,80.0,1.0,"Comedy, Drama, Sports",FINISHED
ReLIFE: Kanketsu-hen,80.0,4.0,"Comedy, Drama, Romance, Slice of Life",FINISHED
"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",80.0,1.0,"Comedy, Fantasy, Romance, Supernatural",FINISHED
Gintamaº: Aizome Kaori-hen,80.0,2.0,Comedy,FINISHED
Steins;Gate: Oukoubakko no Poriomania,80.0,1.0,"Comedy, Romance, Sci-Fi",FINISHED
Natsume Yuujinchou,80.0,13.0,"Drama, Fantasy, Slice of Life, Supernatural",FINISHED
Tonari no Totoro,80.0,1.0,"Adventure, Fantasy, Slice of Life, Supernatural",FINISHED
Cardcaptor Sakura,80.0,70.0,"Comedy, Drama, Fantasy, Mahou Shoujo, Romance",FINISHED
Shinigami Bocchan to Kuro Maid 3rd Season,80.0,12.0,"Comedy, Drama, Romance, Supernatural",FINISHED
Buddy Daddies,80.0,12.0,"Action, Comedy, Drama, Slice of Life",FINISHED
Gyakkou,80.0,1.0,Drama,FINISHED
Shin Jidai,80.0,1.0,,FINISHED
ARIA The BENEDIZIONE,80.0,1.0,"Fantasy, Sci-Fi, Slice of Life",FINISHED
Mairimashita! Iruma-kun 2,80.0,21.0,"Comedy, Fantasy, Supernatural",FINISHED
Tenkuu no Shiro Laputa,80.0,1.0,"Adventure, Fantasy, Sci-Fi",FINISHED
Ore dake Level Up na Ken: ReAwakening,80.0,1.0,"Action, Adventure, Fantasy",FINISHED
NieR:Automata Ver1.1a 2nd Season,80.0,12.0,"Action, Drama, Fantasy, Psychological, Sci-Fi",FINISHED
Given Movie,80.0,1.0,"Drama, Music, Romance",FINISHED
Tensei Shitara Slime Datta Ken,80.0,24.0,"Action, Adventure, Comedy, Fantasy",FINISHED
Fate/stay night [Heaven's Feel] I. presage flower,80.0,1.0,"Action, Fantasy, Psychological, Supernatural",FINISHED
Kuroko no Basket 2nd SEASON,80.0,25.0,"Comedy, Sports",FINISHED
Kemono no Souja Erin,80.0,50.0,"Drama, Fantasy",FINISHED
Densetsu Kyojin Ideon: Hatsudou-hen,80.0,1.0,"Drama, Mecha, Sci-Fi",FINISHED
Major S3,80.0,26.0,"Drama, Sports",FINISHED
Cardcaptor Sakura Movie: Fuinsareta Card,80.0,1.0,"Drama, Fantasy, Mahou Shoujo, Romance",FINISHED
GHOST IN THE SHELL: Koukaku Kidoutai,80.0,1.0,"Action, Psychological, Sci-Fi",FINISHED
ONE PIECE: Gyojin Tou-hen,80.0,21.0,"Action, Adventure, Comedy, Drama, Fantasy",RELEASING
Let You Down,80.0,1.0,"Action, Sci-Fi",FINISHED
Dou Po Cangqiong 4,80.0,24.0,"Action, Adventure, Fantasy, Mystery, Romance",FINISHED
Shelter,80.0,1.0,Sci-Fi,FINISHED
Uchouten Kazoku 2,80.0,12.0,"Comedy, Drama, Fantasy",FINISHED
Fate/stay night: Unlimited Blade Works,80.0,13.0,"Action, Fantasy, Supernatural",FINISHED
Inuyasha: Kanketsu-hen,80.0,26.0,"Action, Adventure, Comedy, Fantasy, Romance",FINISHED
Ookami to Koushinryou,80.0,13.0,"Adventure, Fantasy, Romance",FINISHED
Hajime no Ippo: Champion Road,80.0,1.0,"Comedy, Sports",FINISHED
Ranma 1/2 (2024),80.0,12.0,"Action, Comedy, Romance",FINISHED
Black Clover: Mahou Tei no Ken,80.0,1.0,"Action, Adventure, Comedy, Fantasy",FINISHED
Jigokuraku,80.0,13.0,"Action, Adventure, Mystery, Supernatural",FINISHED
Hinamatsuri,80.0,12.0,"Comedy, Sci-Fi, Slice of Life, Supernatural",FINISHED
Chuunibyou demo Koi ga Shitai!: Take On Me,80.0,1.0,"Comedy, Drama, Romance, Slice of Life",FINISHED
Kingdom 2nd Season,80.0,39.0,Action,FINISHED
Kaze Tachinu,80.0,1.0,"Drama, Romance",FINISHED
Hidamari Sketch x Honeycomb,80.0,12.0,"Comedy, Slice of Life",FINISHED
Nodame Cantabile Finale,80.0,11.0,"Comedy, Music, Romance",FINISHED
BLACK LAGOON: The Second Barrage,80.0,12.0,"Action, Adventure, Drama, Thriller",FINISHED
Lupin III: Cagliostro no Shiro,80.0,1.0,"Action, Adventure, Comedy, Mystery",FINISHED
BECK,80.0,26.0,"Comedy, Drama, Music, Slice of Life",FINISHED
Paripi Koumei,80.0,12.0,"Comedy, Drama, Music, Supernatural",FINISHED
Douluo Dalu: Haishen Zhi Guang,80.0,13.0,"Action, Adventure, Fantasy, Romance, Supernatural",FINISHED
Digimon Adventure: LAST EVOLUTION Kizuna,80.0,1.0,"Action, Adventure, Drama, Fantasy, Sci-Fi",FINISHED
Death Parade,80.0,12.0,"Drama, Mystery, Psychological, Supernatural, Thriller",FINISHED
Gintama: Yorinuki Gintama-san on Theater 2D,80.0,2.0,"Action, Comedy, Drama, Sci-Fi",FINISHED
Little Busters!: Refrain,80.0,13.0,"Drama, Mystery, Supernatural",FINISHED
Shinsekai yori,80.0,25.0,"Drama, Horror, Mystery, Psychological, Sci-Fi, Supernatural",FINISHED
Danshi Koukousei no Nichijou,80.0,12.0,"Comedy, Slice of Life",FINISHED
Major S4,80.0,26.0,"Comedy, Drama, Sports",FINISHED
Ouran Koukou Host Club,80.0,26.0,"Comedy, Drama, Romance, Slice of Life",FINISHED
Dragon Ball Z,80.0,291.0,"Action, Adventure, Comedy, Fantasy, Supernatural",FINISHED
serial experiments lain,80.0,13.0,"Drama, Mystery, Psychological, Sci-Fi, Supernatural",FINISHED
Yuru Camp△ SEASON 3,80.0,12.0,"Comedy, Slice of Life",FINISHED
Uma Musume: Pretty Derby - ROAD TO THE TOP,80.0,4.0,"Drama, Slice of Life, Sports",FINISHED
Tunshi Xingkong 2,80.0,26.0,"Action, Sci-Fi",FINISHED
Overlord IV,80.0,13.0,"Action, Adventure, Fantasy",FINISHED
World Trigger 2nd Season,80.0,12.0,"Action, Sci-Fi",FINISHED
No Game No Life Zero,80.0,1.0,"Action, Adventure, Drama, Fantasy, Romance",FINISHED
Noragami ARAGOTO,80.0,13.0,"Action, Adventure, Comedy, Supernatural",FINISHED
Hibike! Euphonium,80.0,13.0,"Drama, Music, Slice of Life",FINISHED
Doraemon: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,80.0,1.0,Comedy,FINISHED
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,80.0,11.0,"Drama, Romance, Slice of Life, Supernatural",FINISHED
xxxHOLiC◆Kei,80.0,13.0,"Comedy, Drama, Horror, Mystery, Psychological, Supernatural",FINISHED
Meitantei Conan: Baker Street no Bourei,80.0,1.0,"Adventure, Mystery",FINISHED
Major S1,80.0,26.0,"Comedy, Drama, Sports",FINISHED
Planetes,80.0,26.0,"Drama, Romance, Sci-Fi, Slice of Life",FINISHED
Initial D FOURTH STAGE,80.0,24.0,"Action, Drama, Sports",FINISHED
Meitantei Conan: Halloween no Hanayome,80.0,1.0,"Action, Drama, Mystery",FINISHED
Douluo Dalu: Xingdou Xianji,80.0,13.0,"Action, Adventure, Fantasy, Romance, Supernatural",FINISHED
Douluo Dalu: Xiaowu Juebie,80.0,13.0,"Action, Adventure, Fantasy, Romance, Supernatural",FINISHED
Eizouken ni wa Te wo Dasu na!,80.0,12.0,"Adventure, Comedy, Slice of Life",FINISHED
Girls und Panzer: Saishuushou 2,80.0,1.0,"Action, Sports",FINISHED
WORKING!!!: Lord of the Takanashi,80.0,1.0,"Comedy, Slice of Life",FINISHED
Diamond no Ace,80.0,75.0,Sports,FINISHED
Kamisama Hajimemashita,80.0,13.0,"Comedy, Fantasy, Romance, Supernatural",FINISHED
Mahou Shoujo Madoka☆Magica: Hajimari no Monogatari,80.0,1.0,"Action, Drama, Fantasy, Mahou Shoujo, Psychological, Thriller",FINISHED
Mahou Shoujo Lyrical Nanoha: The MOVIE 2nd A's,80.0,1.0,"Action, Drama, Mahou Shoujo, Sci-Fi",FINISHED
Romeo no Aoi Sora,80.0,33.0,"Adventure, Drama, Slice of Life",FINISHED
Nodame Cantabile,80.0,23.0,"Comedy, Drama, Music, Romance, Slice of Life",FINISHED
Akage no Anne,80.0,50.0,"Drama, Slice of Life",FINISHED
TRIGUN,80.0,26.0,"Action, Adventure, Comedy, Drama, Sci-Fi",FINISHED
Douluo Dalu: Hanhai Qiankun,79.0,13.0,"Action, Adventure, Fantasy, Romance, Supernatural",FINISHED
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,79.0,10.0,"Drama, Fantasy, Slice of Life",FINISHED
Higurashi no Naku Koro ni Kai,79.0,24.0,"Horror, Mystery, Psychological, Supernatural, Thriller",FINISHED
NARUTO,79.0,220.0,"Action, Adventure, Comedy, Drama, Fantasy, Supernatural",FINISHED
Kimi wa Houkago Insomnia,79.0,13.0,"Romance, Slice of Life",FINISHED
Fumetsu no Anata e Season 2,79.0,20.0,"Adventure, Drama, Fantasy, Psychological, Supernatural",FINISHED
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,79.0,12.0,"Fantasy, Slice of Life",FINISHED
Go-toubun no Hanayome ∬,79.0,12.0,"Comedy, Drama, Romance, Slice of Life",FINISHED
Lupin III: PART 5,79.0,24.0,"Action, Adventure, Comedy",FINISHED
Thunderbolt Fantasy: Touriken Yuuki 2,79.0,13.0,"Action, Drama, Fantasy",FINISHED
Haikyuu!!: Sainou to Sense,79.0,1.0,"Comedy, Drama, Sports",FINISHED
Kidou Senshi Gundam: Tekketsu no Orphans 2,79.0,25.0,"Action, Drama, Mecha, Sci-Fi",FINISHED
Bakemono no Ko,79.0,1.0,"Action, Adventure, Comedy, Drama, Fantasy, Supernatural",FINISHED
Meitantei Conan: Shikkoku no Chaser,79.0,1.0,"Action, Drama, Mystery",FINISHED
Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,79.0,6.0,"Adventure, Drama, Mecha, Sci-Fi",FINISHED
Yuusha,79.0,1.0,"Adventure, Fantasy",FINISHED
Hanma Baki Season 2,79.0,27.0,"Action, Sports",FINISHED
Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,79.0,1.0,"Drama, Fantasy, Slice of Life, Supernatural",FINISHED
Bungou Stray Dogs Wan!,79.0,12.0,"Comedy, Slice of Life, Supernatural",FINISHED
Zombie Land Saga: Revenge,79.0,12.0,"Comedy, Music, Supernatural",FINISHED
Asobi Asobase,79.0,12.0,"Comedy, Slice of Life",FINISHED
Akatsuki no Yona OVA,79.0,3.0,"Action, Comedy, Fantasy, Romance",FINISHED
Nisemonogatari,79.0,11.0,"Comedy, Drama, Ecchi, Mystery, Psychological, Supernatural",FINISHED
Hotarubi no Mori e,79.0,1.0,"Drama, Fantasy, Romance, Supernatural",FINISHED
Tsubasa: TOKYO REVELATIONS,79.0,3.0,"Adventure, Drama, Fantasy, Romance",FINISHED
Stranger: Mukou Hadan,79.0,1.0,"Action, Adventure",FINISHED
Major S2,79.0,26.0,"Comedy, Drama, Sports",FINISHED
Ookami to Koushinryou: MERCHANT MEETS THE WISE WOLF,79.0,25.0,"Adventure, Fantasy, Romance",FINISHED
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,79.0,13.0,"Drama, Mystery, Psychological",FINISHED
"Komi-san wa, Komyushou desu. 2",79.0,12.0,"Comedy, Romance, Slice of Life",FINISHED
Ballroom e Youkoso,79.0,24.0,"Drama, Romance, Sports",FINISHED
Boku no Hero Academia 2,79.0,25.0,"Action, Adventure, Comedy",FINISHED
Bakuman.,79.0,25.0,"Comedy, Drama, Romance, Slice of Life",FINISHED
∀ Gundam,79.0,50.0,"Action, Adventure, Drama, Mecha, Sci-Fi",FINISHED
Mahoutsukai no Yome SEASON 2 Part 2,79.0,12.0,"Drama, Fantasy, Romance, Slice of Life, Supernatural",FINISHED
Shadows House 2nd Season,79.0,12.0,"Fantasy, Horror, Mystery, Slice of Life, Supernatural",FINISHED
Wan Sheng Jie 3,79.0,12.0,"Comedy, Fantasy, Slice of Life, Supernatural",FINISHED
STAND BY ME Doraemon 2,79.0,1.0,"Adventure, Comedy, Fantasy",FINISHED
Wan Sheng Jie 2,79.0,12.0,"Comedy, Fantasy, Slice of Life, Supernatural",FINISHED
Inu-ou,79.0,1.0,"Adventure, Music, Supernatural",FINISHED
Meitantei Conan: Junkoku no Nightmare,79.0,1.0,"Action, Mystery",FINISHED
PERSONA 3 THE MOVIE: #4 Winter of Rebirth,79.0,1.0,"Action, Adventure, Drama, Psychological, Sci-Fi, Supernatural",FINISHED
Durarara!!x2 Ketsu,79.0,12.0,"Action, Mystery, Supernatural",FINISHED
Toaru Kagaku no Railgun S,79.0,24.0,"Action, Fantasy, Sci-Fi",FINISHED
ONE PIECE FILM: Z,79.0,1.0,"Action, Adventure, Comedy, Drama",FINISHED
Berserk: Ougon Jidai-hen III - Kourin,79.0,1.0,"Action, Adventure, Drama, Fantasy, Horror, Supernatural",FINISHED
Hachimitsu to Clover II,79.0,12.0,"Drama, Romance, Slice of Life",FINISHED
Go-toubun no Hanayome∽,79.0,2.0,"Drama, Romance, Slice of Life",FINISHED
Romantic Killer,79.0,12.0,"Comedy, Romance",FINISHED
BEASTARS FINAL SEASON Part 1,79.0,12.0,"Drama, Mystery, Psychological, Slice of Life",FINISHED
Thunderbolt Fantasy: Touriken Yuuki 3,79.0,13.0,"Action, Drama, Fantasy",FINISHED
Thunderbolt Fantasy: Seiyuu Genka,79.0,1.0,"Action, Drama, Fantasy, Music",FINISHED
Thunderbolt Fantasy: Touriken Yuuki,79.0,13.0,"Action, Drama, Fantasy",FINISHED
Tsukimonogatari,79.0,4.0,"Comedy, Ecchi, Mystery, Supernatural",FINISHED
Ansatsu Kyoushitsu,79.0,22.0,"Action, Comedy, Drama, Supernatural",FINISHED
Gintama: Jump Festa 2008 Special,79.0,1.0,"Action, Comedy, Sci-Fi",FINISHED
Haibane Renmei,79.0,13.0,"Drama, Fantasy, Mystery, Psychological, Slice of Life",FINISHED
Tsue to Tsurugi no Wistoria,79.0,12.0,"Action, Comedy, Drama, Fantasy",FINISHED
Overlord: Sei Oukoku-hen,79.0,1.0,"Action, Adventure, Fantasy",FINISHED
